title,id,name,price,review_count,link
여성패션,5486256088,"나이키 스우시 스탠다드 쿠션 크루삭스 L NCSDCR20L-3, 화이트",18500,416,https://www.coupang.com/vp/products/4536849320?itemId=5486256088&vendorItemId=72785935403&sourceType=CATEGORY&categoryId=186664

여성패션,367360056,도도파트너스 이중쿠션 통굽 슬리퍼 베이직 중급 소프트,12500,4783,https://www.coupang.com/vp/products/124088865?itemId=367360056&vendorItemId=3892193382&sourceType=CATEGORY&categoryId=186664

여성패션,651037885,코지라벨 여성용 골지 중목 12컬러 양말 세트B 8족,13500,1113,https://www.coupang.com/vp/products/214037840?itemId=651037885&vendorItemId=4690420340&sourceType=CATEGORY&categoryId=186664

여성패션,346093719,반지호수측정기 반지호수재는법 링게이지 손가락사이즈재는법 반지측정기 CJI137DI_2800,1800,1301,https://www.coupang.com/vp/products/115495908?itemId=346093719&vendorItemId=3871901631&sourceType=CATEGORY&categoryId=186664

여성패션,5928640071,"베이스알파에센셜 남성용 스포츠 파일 쿠션 장목 양말 8켤레, 화이트",11900,580,https://www.coupang.com/vp/products/4704069375?itemId=5928640071&vendorItemId=73226649894&sourceType=CATEGORY&categoryId=186664

여성패션,5928894356,베이스알파에센셜 20D 베이직 발목 스타킹 15켤레,8990,387,https://www.coupang.com/vp/products/4704198923?itemId=5928894356&vendorItemId=73226903433&sourceType=CATEGORY&categoryId=186664

여성패션,908601220,베이스알파에센셜 여성 노라인 햄팬티 블랙 2p + 베이지 3p,12800,3591,https://www.coupang.com/vp/products/286583109?itemId=908601220&vendorItemId=5274726524&sourceType=CATEGORY&categoryId=186664

여성패션,11143319073,스포츠브라 브라렛 심리스 노와이어 빅사이즈 편한 수면 요가 운동 와이어리스 브라 1+1 6XL까지,14900,141,https://www.coupang.com/vp/products/6060704127?itemId=11143319073&vendorItemId=78421712140&sourceType=CATEGORY&categoryId=186664

여성패션,1025699079,"K2 심리스 넥게이터, 블랙",11500,777,https://www.coupang.com/vp/products/320531600?itemId=1025699079&vendorItemId=5468983772&sourceType=CATEGORY&categoryId=186664

여성패션,27370408,포렉스 솔리드젤 쿠션 작업화 군화 깔창,15210,2086,https://www.coupang.com/vp/products/6120324?itemId=27370408&vendorItemId=70842848367&sourceType=CATEGORY&categoryId=186664

여성패션,2912942812,두발로 여성용 베어 카바양말 10켤레,10500,1137,https://www.coupang.com/vp/products/1711554282?itemId=2912942812&vendorItemId=70901640317&sourceType=CATEGORY&categoryId=186664

여성패션,2370808359,휠라 오크먼트 TR 운동화 1JM00801_924,44280,3399,https://www.coupang.com/vp/products/1343372319?itemId=2370808359&vendorItemId=74491241112&sourceType=CATEGORY&categoryId=186664

여성패션,2004197906,베이스알파에센셜 여성용 데일리 중목 양말 10켤레,8990,2080,https://www.coupang.com/vp/products/1060067803?itemId=2004197906&vendorItemId=70004155349&sourceType=CATEGORY&categoryId=186664

여성패션,970769366,하라몰 베린골무 비니RV028,7900,277,https://www.coupang.com/vp/products/307876507?itemId=970769366&vendorItemId=5380132587&sourceType=CATEGORY&categoryId=186664

여성패션,12306081185,ONEWAY 김서림방지 안경닦이 일회용30매 겨울철 마스크 안경으로 인한 김서림차단 클리너 인증허가상품,15000,22,https://www.coupang.com/vp/products/6201217561?itemId=12306081185&vendorItemId=79576268668&sourceType=CATEGORY&categoryId=186664

여성패션,3700686897,BYC 여성용 데일리 프레쉬코튼 런닝 5매,16500,927,https://www.coupang.com/vp/products/2174858290?itemId=3700686897&vendorItemId=71685978112&sourceType=CATEGORY&categoryId=186664

여성패션,5872656066,"프로월드컵 인젝션 안전화 PRO6-110N, 270mm",21860,883,https://www.coupang.com/vp/products/4682157774?itemId=5872656066&vendorItemId=4997671852&sourceType=CATEGORY&categoryId=186664

여성패션,6600924239,"네파 여성용 레깅스 장목양말 플렉스 5켤레, WHITE, 24(S)",15900,685,https://www.coupang.com/vp/products/4971530716?itemId=6600924239&vendorItemId=73894849488&sourceType=CATEGORY&categoryId=186664

여성패션,603356525,두발로 여성용 퀄리티 밴딩 중목 양말 10켤레,10500,3685,https://www.coupang.com/vp/products/205024917?itemId=603356525&vendorItemId=4581347274&sourceType=CATEGORY&categoryId=186664

여성패션,2413555978,씨엠 심플베이직 자동 장우산,9190,4497,https://www.coupang.com/vp/products/1379447438?itemId=2413555978&vendorItemId=70407963941&sourceType=CATEGORY&categoryId=186664

여성패션,6862847936,컴포럽 프리미엄 암막 수면안대,19800,397,https://www.coupang.com/vp/products/5071236307?itemId=6862847936&vendorItemId=78103972659&sourceType=CATEGORY&categoryId=186664

여성패션,688565404,글램브라 글램 시크릿 실리콘 누드브라,9500,608,https://www.coupang.com/vp/products/219582595?itemId=688565404&vendorItemId=4754068411&sourceType=CATEGORY&categoryId=186664

여성패션,2927718236,이프노스 여성용 셀리나 레깅스 1+1,24200,2216,https://www.coupang.com/vp/products/1720144543?itemId=2927718236&vendorItemId=71688616042&sourceType=CATEGORY&categoryId=186664

여성패션,905335522,"베이스알파에센셜 남성용 스포츠 커버 양말 10p, 블랙",14300,12706,https://www.coupang.com/vp/products/234431816?itemId=905335522&vendorItemId=5268258915&sourceType=CATEGORY&categoryId=186664

여성패션,868010457,토마토팩토리 여성용 레이어드 긴팔 롱티셔츠,9900,2343,https://www.coupang.com/vp/products/274758307?itemId=868010457&vendorItemId=5196665711&sourceType=CATEGORY&categoryId=186664

여성패션,1025698992,"K2 베이직 귀마개, 네이비",9130,2970,https://www.coupang.com/vp/products/320531572?itemId=1025698992&vendorItemId=79863071253&sourceType=CATEGORY&categoryId=186664

여성패션,11868377828,"모자 귀마개 마스크를 한번에 보아털 알래스카 워머 겨울 방한용품, 네이비+네이비, 2세트",39800,279,https://www.coupang.com/vp/products/6150494790?itemId=11868377828&vendorItemId=79365405382&sourceType=CATEGORY&categoryId=186664

여성패션,11136432222,캐럿 여성용 경량 덕다운 오리털 자켓,24990,229,https://www.coupang.com/vp/products/6059623179?itemId=11136432222&vendorItemId=78414929808&sourceType=CATEGORY&categoryId=186664

여성패션,3962221895,쇼즐 남녀공용 메모리폼 키높이 깔창 2세트,6600,343,https://www.coupang.com/vp/products/2300038611?itemId=3962221895&vendorItemId=71946616130&sourceType=CATEGORY&categoryId=186664

여성패션,7391665383,바디공식 데일리 슬림 백팩,19800,285,https://www.coupang.com/vp/products/5237889716?itemId=7391665383&vendorItemId=74682779929&sourceType=CATEGORY&categoryId=186664

여성패션,1047172076,여성용 캐쥬얼 요술덧신 5종 세트,13500,444,https://www.coupang.com/vp/products/327266552?itemId=1047172076&vendorItemId=5510431097&sourceType=CATEGORY&categoryId=186664

여성패션,10509978477,로지 다모아 헤어 집게핀 15종 세트,10900,229,https://www.coupang.com/vp/products/5924488651?itemId=10509978477&vendorItemId=77791619806&sourceType=CATEGORY&categoryId=186664

여성패션,6101831173,글램모먼트 시그니처 커버 풀커버 위생 팬티 3p세트,23460,1006,https://www.coupang.com/vp/products/4775791356?itemId=6101831173&vendorItemId=73398208532&sourceType=CATEGORY&categoryId=186664

여성패션,3825241933,"맥시브 스마트터치 기모 방한장갑, 블랙",13200,460,https://www.coupang.com/vp/products/2239586074?itemId=3825241933&vendorItemId=71810101922&sourceType=CATEGORY&categoryId=186664

여성패션,11219131571,우드피카 따듯한 배색 수면양말 7켤레 1세트,15800,50,https://www.coupang.com/vp/products/6072748310?itemId=11219131571&vendorItemId=78539146893&sourceType=CATEGORY&categoryId=186664

여성패션,441291029,"타이트엔드 엑스글러브3 방수장갑, 네이비",11300,733,https://www.coupang.com/vp/products/132815399?itemId=441291029&vendorItemId=4093402078&sourceType=CATEGORY&categoryId=186664

여성패션,611160515,코지라벨 여성용 골지 중목 컬러 양말 8족 세트,13500,339,https://www.coupang.com/vp/products/206829630?itemId=611160515&vendorItemId=4603668921&sourceType=CATEGORY&categoryId=186664

여성패션,965039181,플레이팝 여성용 부드럽고 따뜻한 베이직 긴목폴라 니트 티셔츠,19900,971,https://www.coupang.com/vp/products/306052776?itemId=965039181&vendorItemId=71256761423&sourceType=CATEGORY&categoryId=186664

여성패션,8883247650,제로스페이스 여성용 심플 무지 엘라스틱 헤어타이,3900,106,https://www.coupang.com/vp/products/5573076617?itemId=8883247650&vendorItemId=70633544066&sourceType=CATEGORY&categoryId=186664

여성패션,7711634698,플로린 면스판 위생팬티 3종 세트 CWP-006,10900,306,https://www.coupang.com/vp/products/5314654313?itemId=7711634698&vendorItemId=75001847395&sourceType=CATEGORY&categoryId=186664

여성패션,1025698987,"K2 베이직 귀마개, 블랙",9150,2970,https://www.coupang.com/vp/products/320531572?itemId=1025698987&vendorItemId=79863071237&sourceType=CATEGORY&categoryId=186664

여성패션,5099145460,"캐럿 이지 넥워머, 차콜",7890,956,https://www.coupang.com/vp/products/2145302183?itemId=5099145460&vendorItemId=72408721393&sourceType=CATEGORY&categoryId=186664

여성패션,4040949204,레드시크릿 테리기모판타롱 반스타킹,18900,52,https://www.coupang.com/vp/products/2333988989?itemId=4040949204&vendorItemId=71994515966&sourceType=CATEGORY&categoryId=186664

여성패션,751457242,잭케빈 남여공용 벨트 SC-A01,8400,2368,https://www.coupang.com/vp/products/237075640?itemId=751457242&vendorItemId=4898041085&sourceType=CATEGORY&categoryId=186664

여성패션,3670576294,"네파 남성용 하이킹 장목양말 5켤레, 베이지",16830,1023,https://www.coupang.com/vp/products/2160758811?itemId=3670576294&vendorItemId=72422641674&sourceType=CATEGORY&categoryId=186664

여성패션,5485505338,남성용 인조밍크 물범 수면잠옷 바지 2p,13900,88,https://www.coupang.com/vp/products/4536599531?itemId=5485505338&vendorItemId=72533714466&sourceType=CATEGORY&categoryId=186664

여성패션,12062378541,[쿠팡 직수입] 레노마 여성용 폴리기모 무발 9부 레깅스 2족,12510,9,https://www.coupang.com/vp/products/6172984136?itemId=12062378541&vendorItemId=79334484692&sourceType=CATEGORY&categoryId=186664

여성패션,11676582274,크록스 본사 바야 라인드 퍼즈 스트랩 클로그,49900,143,https://www.coupang.com/vp/products/6129305871?itemId=11676582274&vendorItemId=78950961202&sourceType=CATEGORY&categoryId=186664

여성패션,5127420594,글램공감 남여공용 허그미 카라 밍크 잠옷 상하 세트,20900,253,https://www.coupang.com/vp/products/4347712438?itemId=5127420594&vendorItemId=72391136127&sourceType=CATEGORY&categoryId=186664

여성패션,11113399821,니즈백 목만있는 목토시 넥워머 무지 페이크 목폴라 세트,15000,113,https://www.coupang.com/vp/products/6055354926?itemId=11113399821&vendorItemId=78392475705&sourceType=CATEGORY&categoryId=186664

여성패션,744532279,"베이스알파에센셜 남성용 스포츠 스니커즈 양말 10p, 블랙",9280,15305,https://www.coupang.com/vp/products/234431834?itemId=744532279&vendorItemId=4879296488&sourceType=CATEGORY&categoryId=186664

여성패션,1080574984,"프로스펙스 남성용 중목 스포츠 파일 양말 5족 M19, 차콜",14500,511,https://www.coupang.com/vp/products/339180825?itemId=1080574984&vendorItemId=5581565673&sourceType=CATEGORY&categoryId=186664

여성패션,3354566111,베이스알파에센셜 엑스트라히트 여성용 흡습 발열내의 세트,13490,436,https://www.coupang.com/vp/products/1972170412?itemId=3354566111&vendorItemId=71341330429&sourceType=CATEGORY&categoryId=186664

여성패션,5113248408,루이 김서림방지 안경클리너,17000,2456,https://www.coupang.com/vp/products/4354477637?itemId=5113248408&vendorItemId=76115067913&sourceType=CATEGORY&categoryId=186664

여성패션,475814082,롸잇나우 LA워싱 야구모자,13200,2418,https://www.coupang.com/vp/products/166056378?itemId=475814082&vendorItemId=4193277549&sourceType=CATEGORY&categoryId=186664

여성패션,351538206,두발로 여성용 자물쇠 페이크삭스 양말 10켤레,8900,1096,https://www.coupang.com/vp/products/117598286?itemId=351538206&vendorItemId=3834380487&sourceType=CATEGORY&categoryId=186664

여성패션,856704205,노디자인 여성용 숙녀 무지 니삭스 무지 반장 양말 5족 세트,13900,816,https://www.coupang.com/vp/products/272190593?itemId=856704205&vendorItemId=5174265540&sourceType=CATEGORY&categoryId=186664

여성패션,1092861294,베이스알파에센셜 여성용 페이크삭스 13켤레,9380,5675,https://www.coupang.com/vp/products/343999726?itemId=1092861294&vendorItemId=5609057152&sourceType=CATEGORY&categoryId=186664

여성패션,4917374,프리지아 알로에 임부팬티 5매입,13900,5209,https://www.coupang.com/vp/products/1140572?itemId=4917374&vendorItemId=3006072201&sourceType=CATEGORY&categoryId=186664

여성패션,11941283336,베이스알파 에센셜 여성용 탁텔 소프트 이지 레그 워머 토시 2켤레,7890,20,https://www.coupang.com/vp/products/6159174460?itemId=11941283336&vendorItemId=79213976842&sourceType=CATEGORY&categoryId=186664

여성패션,450789485,"타이트엔드 후디 기모 넥워머, 블랙",10350,2281,https://www.coupang.com/vp/products/153709569?itemId=450789485&vendorItemId=4116540779&sourceType=CATEGORY&categoryId=186664

여성패션,5486256088,"나이키 스우시 스탠다드 쿠션 크루삭스 L NCSDCR20L-3, 화이트",18500,416,https://www.coupang.com/vp/products/4536849320?itemId=5486256088&vendorItemId=72785935403&sourceType=CATEGORY&categoryId=186664

여성패션,367360056,도도파트너스 이중쿠션 통굽 슬리퍼 베이직 중급 소프트,12500,4783,https://www.coupang.com/vp/products/124088865?itemId=367360056&vendorItemId=3892193382&sourceType=CATEGORY&categoryId=186664

여성패션,651037885,코지라벨 여성용 골지 중목 12컬러 양말 세트B 8족,13500,1113,https://www.coupang.com/vp/products/214037840?itemId=651037885&vendorItemId=4690420340&sourceType=CATEGORY&categoryId=186664

여성패션,346093719,반지호수측정기 반지호수재는법 링게이지 손가락사이즈재는법 반지측정기 CJI137DI_2800,1800,1301,https://www.coupang.com/vp/products/115495908?itemId=346093719&vendorItemId=3871901631&sourceType=CATEGORY&categoryId=186664

여성패션,5928640071,"베이스알파에센셜 남성용 스포츠 파일 쿠션 장목 양말 8켤레, 화이트",11900,580,https://www.coupang.com/vp/products/4704069375?itemId=5928640071&vendorItemId=73226649894&sourceType=CATEGORY&categoryId=186664

여성패션,5928894356,베이스알파에센셜 20D 베이직 발목 스타킹 15켤레,8990,387,https://www.coupang.com/vp/products/4704198923?itemId=5928894356&vendorItemId=73226903433&sourceType=CATEGORY&categoryId=186664

여성패션,908601220,베이스알파에센셜 여성 노라인 햄팬티 블랙 2p + 베이지 3p,12800,3591,https://www.coupang.com/vp/products/286583109?itemId=908601220&vendorItemId=5274726524&sourceType=CATEGORY&categoryId=186664

여성패션,11143319073,스포츠브라 브라렛 심리스 노와이어 빅사이즈 편한 수면 요가 운동 와이어리스 브라 1+1 6XL까지,14900,141,https://www.coupang.com/vp/products/6060704127?itemId=11143319073&vendorItemId=78421712140&sourceType=CATEGORY&categoryId=186664

여성패션,1025699079,"K2 심리스 넥게이터, 블랙",11500,777,https://www.coupang.com/vp/products/320531600?itemId=1025699079&vendorItemId=5468983772&sourceType=CATEGORY&categoryId=186664

여성패션,27370408,포렉스 솔리드젤 쿠션 작업화 군화 깔창,15210,2086,https://www.coupang.com/vp/products/6120324?itemId=27370408&vendorItemId=70842848367&sourceType=CATEGORY&categoryId=186664

여성패션,2912942812,두발로 여성용 베어 카바양말 10켤레,10500,1137,https://www.coupang.com/vp/products/1711554282?itemId=2912942812&vendorItemId=70901640317&sourceType=CATEGORY&categoryId=186664

여성패션,2370808359,휠라 오크먼트 TR 운동화 1JM00801_924,44280,3399,https://www.coupang.com/vp/products/1343372319?itemId=2370808359&vendorItemId=74491241112&sourceType=CATEGORY&categoryId=186664

여성패션,2004197906,베이스알파에센셜 여성용 데일리 중목 양말 10켤레,8990,2080,https://www.coupang.com/vp/products/1060067803?itemId=2004197906&vendorItemId=70004155349&sourceType=CATEGORY&categoryId=186664

여성패션,970769366,하라몰 베린골무 비니RV028,7900,277,https://www.coupang.com/vp/products/307876507?itemId=970769366&vendorItemId=5380132587&sourceType=CATEGORY&categoryId=186664

여성패션,12306081185,ONEWAY 김서림방지 안경닦이 일회용30매 겨울철 마스크 안경으로 인한 김서림차단 클리너 인증허가상품,15000,22,https://www.coupang.com/vp/products/6201217561?itemId=12306081185&vendorItemId=79576268668&sourceType=CATEGORY&categoryId=186664

여성패션,3700686897,BYC 여성용 데일리 프레쉬코튼 런닝 5매,16500,927,https://www.coupang.com/vp/products/2174858290?itemId=3700686897&vendorItemId=71685978112&sourceType=CATEGORY&categoryId=186664

여성패션,5872656066,"프로월드컵 인젝션 안전화 PRO6-110N, 270mm",21860,883,https://www.coupang.com/vp/products/4682157774?itemId=5872656066&vendorItemId=4997671852&sourceType=CATEGORY&categoryId=186664

여성패션,6600924239,"네파 여성용 레깅스 장목양말 플렉스 5켤레, WHITE, 24(S)",15900,685,https://www.coupang.com/vp/products/4971530716?itemId=6600924239&vendorItemId=73894849488&sourceType=CATEGORY&categoryId=186664

여성패션,603356525,두발로 여성용 퀄리티 밴딩 중목 양말 10켤레,10500,3685,https://www.coupang.com/vp/products/205024917?itemId=603356525&vendorItemId=4581347274&sourceType=CATEGORY&categoryId=186664

여성패션,2413555978,씨엠 심플베이직 자동 장우산,9190,4497,https://www.coupang.com/vp/products/1379447438?itemId=2413555978&vendorItemId=70407963941&sourceType=CATEGORY&categoryId=186664

여성패션,6862847936,컴포럽 프리미엄 암막 수면안대,19800,397,https://www.coupang.com/vp/products/5071236307?itemId=6862847936&vendorItemId=78103972659&sourceType=CATEGORY&categoryId=186664

여성패션,688565404,글램브라 글램 시크릿 실리콘 누드브라,9500,608,https://www.coupang.com/vp/products/219582595?itemId=688565404&vendorItemId=4754068411&sourceType=CATEGORY&categoryId=186664

여성패션,2927718236,이프노스 여성용 셀리나 레깅스 1+1,24200,2216,https://www.coupang.com/vp/products/1720144543?itemId=2927718236&vendorItemId=71688616042&sourceType=CATEGORY&categoryId=186664

여성패션,905335522,"베이스알파에센셜 남성용 스포츠 커버 양말 10p, 블랙",14300,12706,https://www.coupang.com/vp/products/234431816?itemId=905335522&vendorItemId=5268258915&sourceType=CATEGORY&categoryId=186664

여성패션,868010457,토마토팩토리 여성용 레이어드 긴팔 롱티셔츠,9900,2343,https://www.coupang.com/vp/products/274758307?itemId=868010457&vendorItemId=5196665711&sourceType=CATEGORY&categoryId=186664

여성패션,1025698992,"K2 베이직 귀마개, 네이비",9130,2970,https://www.coupang.com/vp/products/320531572?itemId=1025698992&vendorItemId=79863071253&sourceType=CATEGORY&categoryId=186664

여성패션,11868377828,"모자 귀마개 마스크를 한번에 보아털 알래스카 워머 겨울 방한용품, 네이비+네이비, 2세트",39800,279,https://www.coupang.com/vp/products/6150494790?itemId=11868377828&vendorItemId=79365405382&sourceType=CATEGORY&categoryId=186664

여성패션,11136432222,캐럿 여성용 경량 덕다운 오리털 자켓,24990,229,https://www.coupang.com/vp/products/6059623179?itemId=11136432222&vendorItemId=78414929808&sourceType=CATEGORY&categoryId=186664

여성패션,3962221895,쇼즐 남녀공용 메모리폼 키높이 깔창 2세트,6600,343,https://www.coupang.com/vp/products/2300038611?itemId=3962221895&vendorItemId=71946616130&sourceType=CATEGORY&categoryId=186664

여성패션,7391665383,바디공식 데일리 슬림 백팩,19800,285,https://www.coupang.com/vp/products/5237889716?itemId=7391665383&vendorItemId=74682779929&sourceType=CATEGORY&categoryId=186664

여성패션,1047172076,여성용 캐쥬얼 요술덧신 5종 세트,13500,444,https://www.coupang.com/vp/products/327266552?itemId=1047172076&vendorItemId=5510431097&sourceType=CATEGORY&categoryId=186664

여성패션,10509978477,로지 다모아 헤어 집게핀 15종 세트,10900,229,https://www.coupang.com/vp/products/5924488651?itemId=10509978477&vendorItemId=77791619806&sourceType=CATEGORY&categoryId=186664

여성패션,6101831173,글램모먼트 시그니처 커버 풀커버 위생 팬티 3p세트,23460,1006,https://www.coupang.com/vp/products/4775791356?itemId=6101831173&vendorItemId=73398208532&sourceType=CATEGORY&categoryId=186664

여성패션,3825241933,"맥시브 스마트터치 기모 방한장갑, 블랙",13200,460,https://www.coupang.com/vp/products/2239586074?itemId=3825241933&vendorItemId=71810101922&sourceType=CATEGORY&categoryId=186664

여성패션,11219131571,우드피카 따듯한 배색 수면양말 7켤레 1세트,15800,50,https://www.coupang.com/vp/products/6072748310?itemId=11219131571&vendorItemId=78539146893&sourceType=CATEGORY&categoryId=186664

여성패션,441291029,"타이트엔드 엑스글러브3 방수장갑, 네이비",11300,733,https://www.coupang.com/vp/products/132815399?itemId=441291029&vendorItemId=4093402078&sourceType=CATEGORY&categoryId=186664

여성패션,611160515,코지라벨 여성용 골지 중목 컬러 양말 8족 세트,13500,339,https://www.coupang.com/vp/products/206829630?itemId=611160515&vendorItemId=4603668921&sourceType=CATEGORY&categoryId=186664

여성패션,965039181,플레이팝 여성용 부드럽고 따뜻한 베이직 긴목폴라 니트 티셔츠,19900,971,https://www.coupang.com/vp/products/306052776?itemId=965039181&vendorItemId=71256761423&sourceType=CATEGORY&categoryId=186664

여성패션,8883247650,제로스페이스 여성용 심플 무지 엘라스틱 헤어타이,3900,106,https://www.coupang.com/vp/products/5573076617?itemId=8883247650&vendorItemId=70633544066&sourceType=CATEGORY&categoryId=186664

여성패션,7711634698,플로린 면스판 위생팬티 3종 세트 CWP-006,10900,306,https://www.coupang.com/vp/products/5314654313?itemId=7711634698&vendorItemId=75001847395&sourceType=CATEGORY&categoryId=186664

여성패션,1025698987,"K2 베이직 귀마개, 블랙",9150,2970,https://www.coupang.com/vp/products/320531572?itemId=1025698987&vendorItemId=79863071237&sourceType=CATEGORY&categoryId=186664

여성패션,5099145460,"캐럿 이지 넥워머, 차콜",7890,956,https://www.coupang.com/vp/products/2145302183?itemId=5099145460&vendorItemId=72408721393&sourceType=CATEGORY&categoryId=186664

여성패션,4040949204,레드시크릿 테리기모판타롱 반스타킹,18900,52,https://www.coupang.com/vp/products/2333988989?itemId=4040949204&vendorItemId=71994515966&sourceType=CATEGORY&categoryId=186664

여성패션,751457242,잭케빈 남여공용 벨트 SC-A01,8400,2368,https://www.coupang.com/vp/products/237075640?itemId=751457242&vendorItemId=4898041085&sourceType=CATEGORY&categoryId=186664

여성패션,3670576294,"네파 남성용 하이킹 장목양말 5켤레, 베이지",16830,1023,https://www.coupang.com/vp/products/2160758811?itemId=3670576294&vendorItemId=72422641674&sourceType=CATEGORY&categoryId=186664

여성패션,5485505338,남성용 인조밍크 물범 수면잠옷 바지 2p,13900,88,https://www.coupang.com/vp/products/4536599531?itemId=5485505338&vendorItemId=72533714466&sourceType=CATEGORY&categoryId=186664

여성패션,12062378541,[쿠팡 직수입] 레노마 여성용 폴리기모 무발 9부 레깅스 2족,12510,9,https://www.coupang.com/vp/products/6172984136?itemId=12062378541&vendorItemId=79334484692&sourceType=CATEGORY&categoryId=186664

여성패션,11676582274,크록스 본사 바야 라인드 퍼즈 스트랩 클로그,49900,143,https://www.coupang.com/vp/products/6129305871?itemId=11676582274&vendorItemId=78950961202&sourceType=CATEGORY&categoryId=186664

여성패션,5127420594,글램공감 남여공용 허그미 카라 밍크 잠옷 상하 세트,20900,253,https://www.coupang.com/vp/products/4347712438?itemId=5127420594&vendorItemId=72391136127&sourceType=CATEGORY&categoryId=186664

여성패션,744532279,"베이스알파에센셜 남성용 스포츠 스니커즈 양말 10p, 블랙",9280,15305,https://www.coupang.com/vp/products/234431834?itemId=744532279&vendorItemId=4879296488&sourceType=CATEGORY&categoryId=186664

여성패션,1080574984,"프로스펙스 남성용 중목 스포츠 파일 양말 5족 M19, 차콜",14500,511,https://www.coupang.com/vp/products/339180825?itemId=1080574984&vendorItemId=5581565673&sourceType=CATEGORY&categoryId=186664

여성패션,3354566111,베이스알파에센셜 엑스트라히트 여성용 흡습 발열내의 세트,13490,436,https://www.coupang.com/vp/products/1972170412?itemId=3354566111&vendorItemId=71341330429&sourceType=CATEGORY&categoryId=186664

여성패션,5113248408,루이 김서림방지 안경클리너,17000,2456,https://www.coupang.com/vp/products/4354477637?itemId=5113248408&vendorItemId=76115067913&sourceType=CATEGORY&categoryId=186664

여성패션,475814082,롸잇나우 LA워싱 야구모자,13200,2418,https://www.coupang.com/vp/products/166056378?itemId=475814082&vendorItemId=4193277549&sourceType=CATEGORY&categoryId=186664

여성패션,351538206,두발로 여성용 자물쇠 페이크삭스 양말 10켤레,8900,1096,https://www.coupang.com/vp/products/117598286?itemId=351538206&vendorItemId=3834380487&sourceType=CATEGORY&categoryId=186664

여성패션,856704205,노디자인 여성용 숙녀 무지 니삭스 무지 반장 양말 5족 세트,13900,816,https://www.coupang.com/vp/products/272190593?itemId=856704205&vendorItemId=5174265540&sourceType=CATEGORY&categoryId=186664

여성패션,1092861294,베이스알파에센셜 여성용 페이크삭스 13켤레,9380,5675,https://www.coupang.com/vp/products/343999726?itemId=1092861294&vendorItemId=5609057152&sourceType=CATEGORY&categoryId=186664

여성패션,4917374,프리지아 알로에 임부팬티 5매입,13900,5209,https://www.coupang.com/vp/products/1140572?itemId=4917374&vendorItemId=3006072201&sourceType=CATEGORY&categoryId=186664

여성패션,11941283336,베이스알파 에센셜 여성용 탁텔 소프트 이지 레그 워머 토시 2켤레,7890,20,https://www.coupang.com/vp/products/6159174460?itemId=11941283336&vendorItemId=79213976842&sourceType=CATEGORY&categoryId=186664

여성패션,450789485,"타이트엔드 후디 기모 넥워머, 블랙",10350,2281,https://www.coupang.com/vp/products/153709569?itemId=450789485&vendorItemId=4116540779&sourceType=CATEGORY&categoryId=186664

